SessionID,UserID,Date,Start Time,End Time,Duration,Platform,DeviceType,Channel,Rating,Product Type,Detailed Product Type,Interaction Type
1749,467,2023-09-18,2023-09-18 07:47:00,2023-09-18 09:24:00,97.0,Mobile App,Mobile,Social Media,1,Music,Hip Hop,View
1750,281,2023-09-18,2023-09-18 17:12:00,2023-09-18 21:05:00,233.0,Smart TV,Laptop,Paid Advertisement,5,Music,Rock,View
1751,437,2023-09-18,2023-09-18 06:51:00,2023-09-18 08:24:00,93.0,Smart TV,Mobile,Organic Search,3,Music,RnB,View
1752,260,2023-09-18,2023-09-18 21:35:00,2023-09-19 00:15:00,160.0,Mobile App,Mobile,Social Media,1,TV Shows,Animation,Scroll
1753,360,2023-09-18,2023-09-18 15:49:00,2023-09-18 17:32:00,103.0,Smart TV,Mobile,Paid Advertisement,4,TV Shows,Comedy,Click
1754,340,2023-09-18,2023-09-18 21:38:00,2023-09-18 22:52:00,74.0,Website,Mobile,Paid Advertisement,4,Music,Hip Hop,View
1755,138,2023-09-18,2023-09-18 20:45:00,2023-09-18 22:08:00,83.0,Website,Mobile,Paid Advertisement,3,TV Shows,Comedy,Share & Save
1756,407,2023-09-18,2023-09-18 04:11:00,2023-09-18 06:01:00,110.0,Smart TV,Mobile,Paid Advertisement,1,Music,Hip Hop,Scroll
1757,405,2023-09-18,2023-09-18 16:32:00,2023-09-18 19:03:00,151.0,Mobile App,Laptop,Organic Search,4,Music,Hip Hop,Search
1758,51,2023-09-18,2023-09-18 08:07:00,2023-09-18 10:14:00,127.0,Website,Mobile,Paid Advertisement,3,Music,Pop,View
1759,222,2023-09-18,2023-09-18 10:09:00,2023-09-18 12:06:00,117.0,Website,Tablet,Paid Advertisement,2,Movies,Drama,Scroll
1760,369,2023-09-18,2023-09-18 22:10:00,2023-09-19 00:52:00,162.0,Website,Tablet,Organic Search,4,TV Shows,Drama,View
1761,242,2023-09-18,2023-09-18 16:34:00,2023-09-18 18:31:00,117.0,Smart TV,Laptop,Organic Search,5,Movies,Action,View
1762,65,2023-09-18,2023-09-18 10:35:00,2023-09-18 10:47:00,12.0,Mobile App,Laptop,Social Media,2,Movies,Drama,View
1763,275,2023-09-18,2023-09-18 17:54:00,2023-09-18 19:38:00,104.0,Website,Mobile,Organic Search,4,Music,Pop,Click
1764,74,2023-09-18,2023-09-18 22:18:00,2023-09-19 01:19:00,181.0,Mobile App,Laptop,Paid Advertisement,1,Movies,Action,Scroll
1765,497,2023-09-18,2023-09-18 19:08:00,2023-09-18 22:13:00,185.0,Website,Mobile,Paid Advertisement,5,Movies,Drama,Scroll
1766,409,2023-09-18,2023-09-18 12:04:00,2023-09-18 12:37:00,33.0,Website,Mobile,Paid Advertisement,5,TV Shows,Comedy,Click
1767,171,2023-09-18,2023-09-18 16:51:00,2023-09-18 19:27:00,156.0,Smart TV,Mobile,Organic Search,3,TV Shows,Animation,Scroll
1768,216,2023-09-18,2023-09-18 01:42:00,2023-09-18 03:47:00,125.0,Mobile App,Mobile,Paid Advertisement,3,Movies,Drama,View
1769,66,2023-09-18,2023-09-18 01:37:00,2023-09-18 03:19:00,102.0,Smart TV,Mobile,Social Media,1,Movies,Action,Click
1770,383,2023-09-18,2023-09-18 07:42:00,2023-09-18 10:42:00,180.0,Mobile App,Mobile,Organic Search,2,Movies,Action,Scroll
1771,132,2023-09-18,2023-09-18 10:29:00,2023-09-18 11:55:00,86.0,Mobile App,Mobile,Organic Search,4,TV Shows,Drama,Click
1772,224,2023-09-18,2023-09-18 16:50:00,2023-09-18 17:02:00,12.0,Mobile App,Mobile,Paid Advertisement,2,Music,Hip Hop,Click
1773,373,2023-09-18,2023-09-18 17:25:00,2023-09-18 18:52:00,87.0,Smart TV,Mobile,Paid Advertisement,4,Movies,Drama,Click
1774,76,2023-09-18,2023-09-18 00:20:00,2023-09-18 03:03:00,163.0,Website,Tablet,Paid Advertisement,4,Movies,Comedy,Click
1775,444,2023-09-18,2023-09-18 07:31:00,2023-09-18 10:18:00,167.0,Mobile App,Mobile,Organic Search,5,TV Shows,Action,Click
1776,306,2023-09-18,2023-09-18 00:35:00,2023-09-18 02:24:00,109.0,Mobile App,Mobile,Paid Advertisement,1,Podcasts,News and Politics,View
1777,81,2023-09-18,2023-09-18 13:24:00,2023-09-18 15:33:00,129.0,Mobile App,Laptop,Paid Advertisement,3,Games,Action,Click
1778,172,2023-09-18,2023-09-18 09:15:00,2023-09-18 12:35:00,200.0,Smart TV,Mobile,Paid Advertisement,4,TV Shows,Comedy,View
1779,39,2023-09-18,2023-09-18 17:49:00,2023-09-18 19:15:00,86.0,Mobile App,Mobile,Paid Advertisement,3,Movies,Comedy,Search
1780,127,2023-09-18,2023-09-18 21:13:00,2023-09-18 22:49:00,96.0,Website,Mobile,Paid Advertisement,5,Music,Pop,Click
1781,150,2023-09-18,2023-09-18 07:23:00,2023-09-18 08:59:00,96.0,Mobile App,Mobile,Paid Advertisement,5,Movies,Drama,Click
1782,390,2023-09-18,2023-09-18 01:13:00,2023-09-18 04:29:00,196.0,Mobile App,Mobile,Paid Advertisement,1,Music,Rock,View
1783,444,2023-09-18,2023-09-18 20:57:00,2023-09-18 23:41:00,164.0,Website,Laptop,Paid Advertisement,5,TV Shows,Drama,Click
1784,235,2023-09-18,2023-09-18 00:16:00,2023-09-18 04:00:00,224.0,Website,Mobile,Organic Search,4,Music,RnB,Click
1785,324,2023-09-18,2023-09-18 22:00:00,2023-09-18 22:46:00,46.0,Mobile App,Mobile,Organic Search,1,Games,Action,Share & Save
1786,13,2023-09-18,2023-09-18 19:48:00,2023-09-18 20:33:00,45.0,Mobile App,Mobile,Paid Advertisement,2,Movies,Action,Search
1787,366,2023-09-18,2023-09-18 16:07:00,2023-09-18 16:17:00,10.0,Website,Mobile,Paid Advertisement,3,TV Shows,Action,Click
1788,106,2023-09-18,2023-09-18 17:43:00,2023-09-18 20:27:00,164.0,Website,Tablet,Organic Search,1,Music,Pop,Scroll
1789,266,2023-09-18,2023-09-18 17:05:00,2023-09-18 19:28:00,143.0,Mobile App,Mobile,Organic Search,4,Music,Hip Hop,Share & Save
1790,309,2023-09-18,2023-09-18 02:09:00,2023-09-18 03:59:00,110.0,Website,Laptop,Paid Advertisement,4,Music,Hip Hop,Scroll
1791,174,2023-09-18,2023-09-18 17:39:00,2023-09-18 18:55:00,76.0,Smart TV,Mobile,Paid Advertisement,4,Games,Reality,Share & Save
1792,448,2023-09-18,2023-09-18 10:27:00,2023-09-18 12:52:00,145.0,Website,Mobile,Social Media,4,TV Shows,Drama,Scroll
1793,7,2023-09-18,2023-09-18 21:00:00,2023-09-19 00:53:00,233.0,Mobile App,Mobile,Paid Advertisement,3,Music,RnB,Scroll
1794,471,2023-09-18,2023-09-18 01:44:00,2023-09-18 02:00:00,16.0,Mobile App,Mobile,Paid Advertisement,4,Music,RnB,Click
1795,323,2023-09-18,2023-09-18 00:00:00,2023-09-18 01:39:00,99.0,Website,Mobile,Paid Advertisement,3,Music,Pop,Scroll
1796,166,2023-09-18,2023-09-18 10:11:00,2023-09-18 10:49:00,38.0,Mobile App,Laptop,Social Media,1,Movies,Action,Scroll
1797,381,2023-09-18,2023-09-18 21:31:00,2023-09-18 22:04:00,33.0,Website,Mobile,Paid Advertisement,5,Music,RnB,View
1798,365,2023-09-18,2023-09-18 04:37:00,2023-09-18 08:20:00,223.0,Mobile App,Laptop,Paid Advertisement,5,TV Shows,Animation,Click
1799,457,2023-09-18,2023-09-18 16:54:00,2023-09-18 17:23:00,29.0,Mobile App,Mobile,Paid Advertisement,1,Movies,Documentary,View
1800,3,2023-09-19,2023-09-19 17:20:00,2023-09-19 18:14:00,54.0,Website,Tablet,Organic Search,4,Music,Hip Hop,View
1801,378,2023-09-19,2023-09-19 08:34:00,2023-09-19 10:30:00,116.0,Website,Mobile,Paid Advertisement,2,Music,Pop,View
1802,338,2023-09-19,2023-09-19 00:38:00,2023-09-19 04:31:00,233.0,Website,Mobile,Paid Advertisement,4,Movies,Drama,Click
1803,223,2023-09-19,2023-09-19 00:48:00,2023-09-19 03:48:00,180.0,Mobile App,Tablet,Social Media,5,Music,Pop,Click
1804,469,2023-09-19,2023-09-19 14:35:00,2023-09-19 16:42:00,127.0,Website,Laptop,Paid Advertisement,3,TV Shows,Action,Scroll
1805,286,2023-09-19,2023-09-19 09:29:00,2023-09-19 12:03:00,154.0,Mobile App,Mobile,Paid Advertisement,5,Movies,Action,Scroll
1806,361,2023-09-19,2023-09-19 21:46:00,2023-09-20 01:04:00,198.0,Mobile App,Laptop,Social Media,2,Movies,Drama,View
1807,2,2023-09-19,2023-09-19 09:46:00,2023-09-19 10:54:00,68.0,Mobile App,Mobile,Organic Search,3,Podcasts,Lifestyle,View
1808,267,2023-09-19,2023-09-19 21:33:00,2023-09-19 22:11:00,38.0,Smart TV,Mobile,Organic Search,4,Music,Rock,Search
1809,210,2023-09-19,2023-09-19 07:17:00,2023-09-19 08:56:00,99.0,Website,Mobile,Paid Advertisement,5,Music,Pop,View
1810,423,2023-09-19,2023-09-19 11:53:00,2023-09-19 14:16:00,143.0,Mobile App,Tablet,Social Media,4,Music,Rock,Scroll
1811,296,2023-09-19,2023-09-19 10:27:00,2023-09-19 11:47:00,80.0,Website,Mobile,Paid Advertisement,5,Movies,Drama,View
1812,93,2023-09-19,2023-09-19 22:01:00,2023-09-19 23:34:00,93.0,Mobile App,Mobile,Social Media,5,Podcasts,Game Show,Click
1813,496,2023-09-19,2023-09-19 04:52:00,2023-09-19 05:43:00,51.0,Mobile App,Mobile,Paid Advertisement,1,TV Shows,Action,Share & Save
1814,349,2023-09-19,2023-09-19 12:08:00,2023-09-19 12:45:00,37.0,Smart TV,Mobile,Paid Advertisement,5,Music,Pop,Search
1815,135,2023-09-19,2023-09-19 04:29:00,2023-09-19 06:08:00,99.0,Mobile App,Mobile,Organic Search,5,Music,Hip Hop,View
1816,242,2023-09-19,2023-09-19 11:47:00,2023-09-19 14:07:00,140.0,Smart TV,Mobile,Paid Advertisement,1,TV Shows,Action,View
1817,424,2023-09-19,2023-09-19 04:37:00,2023-09-19 08:10:00,213.0,Smart TV,Mobile,Paid Advertisement,4,TV Shows,Action,Scroll
1818,15,2023-09-19,2023-09-19 13:56:00,2023-09-19 14:27:00,31.0,Smart TV,Mobile,Social Media,5,Games,Action,Click
1819,14,2023-09-19,2023-09-19 23:58:00,2023-09-20 02:39:00,161.0,Website,Mobile,Paid Advertisement,4,Music,RnB,Scroll
1820,61,2023-09-19,2023-09-19 05:51:00,2023-09-19 09:39:00,228.0,Mobile App,Mobile,Paid Advertisement,4,Movies,Drama,View
1821,82,2023-09-19,2023-09-19 14:19:00,2023-09-19 14:31:00,12.0,Mobile App,Mobile,Social Media,1,Games,Action,Scroll
1822,375,2023-09-19,2023-09-19 13:27:00,2023-09-19 15:29:00,122.0,Website,Laptop,Paid Advertisement,1,Movies,Action,Share & Save
1823,375,2023-09-19,2023-09-19 08:35:00,2023-09-19 08:58:00,23.0,Smart TV,Mobile,Organic Search,5,Movies,Animation,Share & Save
1824,346,2023-09-19,2023-09-19 17:50:00,2023-09-19 19:36:00,106.0,Smart TV,Mobile,Paid Advertisement,4,Games,Reality,Scroll
1825,291,2023-09-19,2023-09-19 16:15:00,2023-09-19 17:51:00,96.0,Mobile App,Mobile,Paid Advertisement,4,TV Shows,Drama,Click
1826,26,2023-09-19,2023-09-19 17:05:00,2023-09-19 18:38:00,93.0,Mobile App,Laptop,Organic Search,4,Movies,Drama,Click
1827,181,2023-09-19,2023-09-19 03:58:00,2023-09-19 06:17:00,139.0,Mobile App,Mobile,Social Media,5,Music,Hip Hop,Scroll
1828,326,2023-09-19,2023-09-19 00:52:00,2023-09-19 02:38:00,106.0,Mobile App,Laptop,Social Media,5,Movies,Drama,Scroll
1829,94,2023-09-19,2023-09-19 03:52:00,2023-09-19 05:23:00,91.0,Website,Laptop,Social Media,4,Movies,Drama,View
1830,476,2023-09-19,2023-09-19 10:49:00,2023-09-19 12:33:00,104.0,Mobile App,Mobile,Paid Advertisement,4,Movies,Documentary,View
1831,300,2023-09-19,2023-09-19 23:03:00,2023-09-20 03:00:00,237.0,Mobile App,Tablet,Paid Advertisement,5,Movies,Animation,Click
1832,214,2023-09-19,2023-09-19 13:58:00,2023-09-19 16:50:00,172.0,Smart TV,Mobile,Paid Advertisement,5,Music,Pop,Scroll
1833,277,2023-09-19,2023-09-19 19:57:00,2023-09-19 22:51:00,174.0,Website,Mobile,Paid Advertisement,4,Music,Hip Hop,Click
1834,438,2023-09-19,2023-09-19 19:16:00,2023-09-19 20:38:00,82.0,Mobile App,Laptop,Paid Advertisement,2,TV Shows,Comedy,Search
1835,117,2023-09-19,2023-09-19 11:46:00,2023-09-19 15:07:00,201.0,Mobile App,Laptop,Paid Advertisement,4,TV Shows,Action,Click
1836,476,2023-09-19,2023-09-19 10:33:00,2023-09-19 11:08:00,35.0,Smart TV,Laptop,Social Media,2,Movies,Animation,Scroll
1837,130,2023-09-19,2023-09-19 02:29:00,2023-09-19 05:12:00,163.0,Mobile App,Laptop,Social Media,3,TV Shows,Action,View
1838,345,2023-09-19,2023-09-19 20:50:00,2023-09-19 22:12:00,82.0,Mobile App,Mobile,Paid Advertisement,3,Music,RnB,Scroll
1839,330,2023-09-19,2023-09-19 00:22:00,2023-09-19 04:03:00,221.0,Mobile App,Tablet,Paid Advertisement,3,Music,Pop,Click
1840,147,2023-09-19,2023-09-19 03:36:00,2023-09-19 05:00:00,84.0,Smart TV,Tablet,Paid Advertisement,4,TV Shows,Comedy,Scroll
1841,213,2023-09-19,2023-09-19 11:40:00,2023-09-19 15:36:00,236.0,Mobile App,Mobile,Organic Search,3,Music,Hip Hop,Scroll
1842,447,2023-09-19,2023-09-19 19:57:00,2023-09-19 23:35:00,218.0,Smart TV,Mobile,Paid Advertisement,5,Music,Pop,Click
1843,374,2023-09-19,2023-09-19 22:56:00,2023-09-19 23:37:00,41.0,Website,Laptop,Paid Advertisement,5,Movies,Animation,Share & Save
1844,87,2023-09-19,2023-09-19 15:50:00,2023-09-19 18:24:00,154.0,Mobile App,Laptop,Paid Advertisement,1,Games,Action,Click
1845,466,2023-09-19,2023-09-19 19:05:00,2023-09-19 21:12:00,127.0,Mobile App,Laptop,Social Media,4,Movies,Animation,Scroll
1846,72,2023-09-19,2023-09-19 15:35:00,2023-09-19 18:37:00,182.0,Smart TV,Tablet,Paid Advertisement,2,Movies,Animation,Scroll
1847,19,2023-09-19,2023-09-19 05:34:00,2023-09-19 07:01:00,87.0,Mobile App,Mobile,Organic Search,4,Music,Rock,Search
1848,378,2023-09-19,2023-09-19 04:10:00,2023-09-19 05:17:00,67.0,Mobile App,Mobile,Paid Advertisement,2,Games,Action,Share & Save
1849,100,2023-09-19,2023-09-19 11:56:00,2023-09-19 14:50:00,174.0,Mobile App,Laptop,Paid Advertisement,4,Movies,Documentary,Search
1850,45,2023-09-19,2023-09-19 03:23:00,2023-09-19 07:01:00,218.0,Mobile App,Mobile,Organic Search,5,Podcasts,Religious,Share & Save
1851,143,2023-09-19,2023-09-19 10:50:00,2023-09-19 13:36:00,166.0,Mobile App,Laptop,Social Media,5,TV Shows,Comedy,View
1852,122,2023-09-19,2023-09-19 20:11:00,2023-09-20 00:04:00,233.0,Website,Mobile,Social Media,2,Movies,Drama,Click
1853,407,2023-09-19,2023-09-19 09:50:00,2023-09-19 12:45:00,175.0,Mobile App,Mobile,Paid Advertisement,2,TV Shows,Comedy,Click
1854,9,2023-09-19,2023-09-19 15:37:00,2023-09-19 16:45:00,68.0,Mobile App,Laptop,Social Media,4,TV Shows,Docu-Series,Click
1855,394,2023-09-19,2023-09-19 21:52:00,2023-09-19 22:01:00,9.0,Mobile App,Mobile,Social Media,4,Podcasts,Lifestyle,View
1856,331,2023-09-19,2023-09-19 15:46:00,2023-09-19 17:05:00,79.0,Website,Mobile,Organic Search,4,TV Shows,Action,Share & Save
1857,446,2023-09-19,2023-09-19 14:35:00,2023-09-19 17:52:00,197.0,Mobile App,Mobile,Organic Search,4,Movies,Comedy,Scroll
1858,336,2023-09-19,2023-09-19 01:07:00,2023-09-19 03:51:00,164.0,Mobile App,Tablet,Organic Search,5,Music,RnB,Click
1859,485,2023-09-19,2023-09-19 11:40:00,2023-09-19 15:22:00,222.0,Website,Mobile,Organic Search,4,TV Shows,Drama,View
1860,487,2023-09-19,2023-09-19 03:01:00,2023-09-19 05:16:00,135.0,Mobile App,Laptop,Organic Search,4,Podcasts,News and Politics,View
1861,495,2023-09-19,2023-09-19 19:42:00,2023-09-19 23:06:00,204.0,Website,Mobile,Paid Advertisement,5,TV Shows,Drama,Share & Save
1862,426,2023-09-19,2023-09-19 05:19:00,2023-09-19 07:58:00,159.0,Mobile App,Mobile,Paid Advertisement,5,Music,Pop,View
1863,350,2023-09-19,2023-09-19 15:43:00,2023-09-19 19:43:00,240.0,Mobile App,Mobile,Paid Advertisement,4,Movies,Comedy,View
1864,335,2023-09-19,2023-09-19 02:22:00,2023-09-19 05:55:00,213.0,Mobile App,Mobile,Social Media,4,Music,Pop,View
1865,303,2023-09-19,2023-09-19 23:36:00,2023-09-20 01:31:00,115.0,Smart TV,Mobile,Organic Search,5,Music,RnB,Click
1866,274,2023-09-19,2023-09-19 23:38:00,2023-09-20 01:13:00,95.0,Mobile App,Laptop,Social Media,5,TV Shows,Docu-Series,View
1867,347,2023-09-19,2023-09-19 01:46:00,2023-09-19 03:20:00,94.0,Mobile App,Mobile,Social Media,5,Music,Pop,View
1868,470,2023-09-19,2023-09-19 21:40:00,2023-09-19 23:26:00,106.0,Website,Mobile,Social Media,4,TV Shows,Drama,View
1869,32,2023-09-19,2023-09-19 13:03:00,2023-09-19 15:32:00,149.0,Mobile App,Tablet,Paid Advertisement,4,Movies,Action,Click
1870,448,2023-09-19,2023-09-19 17:55:00,2023-09-19 20:48:00,173.0,Website,Laptop,Organic Search,4,Music,Rock,Share & Save
1871,182,2023-09-19,2023-09-19 05:39:00,2023-09-19 06:52:00,73.0,Mobile App,Mobile,Paid Advertisement,5,TV Shows,Action,View
1872,168,2023-09-19,2023-09-19 16:07:00,2023-09-19 18:30:00,143.0,Website,Mobile,Organic Search,4,Music,Pop,View
1873,357,2023-09-19,2023-09-19 17:42:00,2023-09-19 18:49:00,67.0,Website,Laptop,Social Media,1,Music,Pop,Scroll
1874,25,2023-09-19,2023-09-19 15:21:00,2023-09-19 18:18:00,177.0,Mobile App,Mobile,Social Media,4,Movies,Drama,Click
1875,155,2023-09-19,2023-09-19 10:29:00,2023-09-19 11:23:00,54.0,Mobile App,Mobile,Paid Advertisement,5,Music,Pop,View
1876,104,2023-09-19,2023-09-19 13:11:00,2023-09-19 14:56:00,105.0,Mobile App,Tablet,Social Media,4,Games,Reality,View
1877,38,2023-09-19,2023-09-19 21:23:00,2023-09-19 22:03:00,40.0,Mobile App,Laptop,Paid Advertisement,4,Movies,Drama,View
1878,106,2023-09-19,2023-09-19 17:38:00,2023-09-19 19:05:00,87.0,Website,Laptop,Paid Advertisement,4,TV Shows,Docu-Series,Click
1879,252,2023-09-19,2023-09-19 20:08:00,2023-09-19 20:41:00,33.0,Mobile App,Laptop,Social Media,4,Movies,Animation,Click
1880,275,2023-09-19,2023-09-19 11:42:00,2023-09-19 14:17:00,155.0,Mobile App,Laptop,Social Media,3,Music,Pop,View
1881,492,2023-09-19,2023-09-19 22:51:00,2023-09-19 23:20:00,29.0,Mobile App,Mobile,Social Media,3,Movies,Animation,View
1882,262,2023-09-19,2023-09-19 19:52:00,2023-09-19 22:24:00,152.0,Mobile App,Laptop,Social Media,5,Podcasts,Comedy,Scroll
1883,138,2023-09-19,2023-09-19 21:32:00,2023-09-19 22:32:00,60.0,Website,Mobile,Social Media,4,Music,Pop,Scroll
1884,476,2023-09-19,2023-09-19 04:47:00,2023-09-19 06:10:00,83.0,Mobile App,Laptop,Social Media,5,Movies,Drama,Share & Save
1885,292,2023-09-19,2023-09-19 19:26:00,2023-09-19 20:21:00,55.0,Website,Mobile,Social Media,4,Music,Pop,Scroll
1886,86,2023-09-19,2023-09-19 22:15:00,2023-09-19 23:26:00,71.0,Smart TV,Tablet,Paid Advertisement,3,TV Shows,Comedy,Share & Save
1887,198,2023-09-19,2023-09-19 03:54:00,2023-09-19 05:02:00,68.0,Website,Mobile,Organic Search,5,Music,Hip Hop,Share & Save
1888,252,2023-09-19,2023-09-19 01:21:00,2023-09-19 03:48:00,147.0,Website,Laptop,Paid Advertisement,1,TV Shows,Action,Click
1889,83,2023-09-19,2023-09-19 04:01:00,2023-09-19 07:12:00,191.0,Mobile App,Mobile,Social Media,4,Movies,Action,View
1890,348,2023-09-19,2023-09-19 00:51:00,2023-09-19 04:35:00,224.0,Mobile App,Mobile,Organic Search,3,Music,RnB,Scroll
1891,117,2023-09-19,2023-09-19 09:01:00,2023-09-19 12:34:00,213.0,Mobile App,Mobile,Paid Advertisement,3,Music,RnB,Click
1892,267,2023-09-19,2023-09-19 08:00:00,2023-09-19 08:52:00,52.0,Smart TV,Tablet,Social Media,4,Music,Hip Hop,Scroll
1893,382,2023-09-19,2023-09-19 11:41:00,2023-09-19 12:02:00,21.0,Mobile App,Laptop,Social Media,4,TV Shows,Action,Click
1894,387,2023-09-19,2023-09-19 00:59:00,2023-09-19 03:12:00,133.0,Mobile App,Mobile,Paid Advertisement,3,Music,Pop,Click
1895,308,2023-09-19,2023-09-19 08:30:00,2023-09-19 09:32:00,62.0,Mobile App,Mobile,Social Media,4,TV Shows,Action,Scroll
1896,392,2023-09-19,2023-09-19 00:07:00,2023-09-19 02:46:00,159.0,Website,Laptop,Paid Advertisement,4,Music,Hip Hop,Click
1897,347,2023-09-19,2023-09-19 06:19:00,2023-09-19 06:48:00,29.0,Mobile App,Mobile,Social Media,5,Movies,Comedy,Scroll
1898,229,2023-09-19,2023-09-19 15:05:00,2023-09-19 17:39:00,154.0,Mobile App,Mobile,Paid Advertisement,3,Music,Hip Hop,Scroll
1899,98,2023-09-19,2023-09-19 05:02:00,2023-09-19 08:58:00,236.0,Website,Mobile,Organic Search,2,Music,Hip Hop,Scroll
1900,86,2023-09-20,2023-09-20 03:52:00,2023-09-20 05:27:00,95.0,Mobile App,Laptop,Social Media,1,Movies,Drama,Share & Save
1901,233,2023-09-20,2023-09-20 04:41:00,2023-09-20 08:40:00,239.0,Mobile App,Mobile,Paid Advertisement,4,Music,Pop,View
1902,42,2023-09-20,2023-09-20 19:15:00,2023-09-20 20:45:00,90.0,Mobile App,Mobile,Social Media,4,Music,RnB,Share & Save
1903,280,2023-09-20,2023-09-20 13:48:00,2023-09-20 14:08:00,20.0,Smart TV,Mobile,Social Media,5,Movies,Drama,View
1904,440,2023-09-20,2023-09-20 10:21:00,2023-09-20 12:48:00,147.0,Website,Mobile,Paid Advertisement,4,Music,RnB,View
1905,353,2023-09-20,2023-09-20 22:53:00,2023-09-21 02:26:00,213.0,Website,Mobile,Social Media,5,Movies,Animation,Share & Save
1906,100,2023-09-20,2023-09-20 02:59:00,2023-09-20 03:49:00,50.0,Mobile App,Mobile,Organic Search,4,Music,Hip Hop,View
1907,231,2023-09-20,2023-09-20 08:54:00,2023-09-20 11:54:00,180.0,Website,Laptop,Paid Advertisement,1,Music,Pop,Click
1908,239,2023-09-20,2023-09-20 21:19:00,2023-09-20 22:44:00,85.0,Mobile App,Mobile,Paid Advertisement,5,Music,Rock,View
1909,227,2023-09-20,2023-09-20 10:07:00,2023-09-20 13:43:00,216.0,Mobile App,Laptop,Paid Advertisement,4,Movies,Drama,Scroll
1910,382,2023-09-20,2023-09-20 08:04:00,2023-09-20 09:53:00,109.0,Smart TV,Mobile,Paid Advertisement,2,Music,Pop,View
1911,152,2023-09-20,2023-09-20 16:06:00,2023-09-20 18:56:00,170.0,Mobile App,Mobile,Social Media,1,Music,Pop,Scroll
1912,389,2023-09-20,2023-09-20 20:45:00,2023-09-21 00:43:00,238.0,Smart TV,Mobile,Paid Advertisement,3,TV Shows,Action,View
1913,397,2023-09-20,2023-09-20 09:26:00,2023-09-20 10:52:00,86.0,Website,Mobile,Paid Advertisement,4,Games,Action,Search
1914,470,2023-09-20,2023-09-20 02:32:00,2023-09-20 04:34:00,122.0,Website,Mobile,Paid Advertisement,3,Music,Pop,Scroll
1915,30,2023-09-20,2023-09-20 02:58:00,2023-09-20 04:04:00,66.0,Smart TV,Mobile,Paid Advertisement,4,Movies,Comedy,View
1916,375,2023-09-20,2023-09-20 16:08:00,2023-09-20 20:03:00,235.0,Website,Tablet,Social Media,2,Music,Pop,Search
1917,484,2023-09-20,2023-09-20 07:34:00,2023-09-20 11:33:00,239.0,Mobile App,Mobile,Paid Advertisement,1,Movies,Comedy,View
1918,462,2023-09-20,2023-09-20 04:22:00,2023-09-20 05:46:00,84.0,Mobile App,Mobile,Social Media,4,Music,Hip Hop,Click
1919,68,2023-09-20,2023-09-20 12:56:00,2023-09-20 14:09:00,73.0,Mobile App,Mobile,Social Media,3,Music,Hip Hop,View
1920,13,2023-09-20,2023-09-20 07:44:00,2023-09-20 09:45:00,121.0,Website,Mobile,Paid Advertisement,4,Music,Hip Hop,Share & Save
1921,174,2023-09-20,2023-09-20 10:30:00,2023-09-20 13:27:00,177.0,Mobile App,Mobile,Social Media,5,Music,Hip Hop,Click
1922,274,2023-09-20,2023-09-20 07:12:00,2023-09-20 08:14:00,62.0,Mobile App,Mobile,Social Media,3,TV Shows,Drama,Scroll
1923,494,2023-09-20,2023-09-20 16:51:00,2023-09-20 19:29:00,158.0,Mobile App,Mobile,Social Media,5,Movies,Drama,View
1924,379,2023-09-20,2023-09-20 22:26:00,2023-09-21 00:21:00,115.0,Mobile App,Tablet,Paid Advertisement,1,Movies,Action,View
1925,406,2023-09-20,2023-09-20 20:51:00,2023-09-21 00:42:00,231.0,Mobile App,Mobile,Organic Search,4,Music,Pop,Scroll
1926,123,2023-09-20,2023-09-20 13:09:00,2023-09-20 13:46:00,37.0,Mobile App,Laptop,Paid Advertisement,2,Movies,Drama,Scroll
1927,344,2023-09-20,2023-09-20 16:33:00,2023-09-20 17:53:00,80.0,Website,Mobile,Social Media,5,Music,Hip Hop,Scroll
1928,433,2023-09-20,2023-09-20 17:43:00,2023-09-20 20:05:00,142.0,Website,Mobile,Paid Advertisement,3,Music,RnB,Search
1929,265,2023-09-20,2023-09-20 01:43:00,2023-09-20 01:54:00,11.0,Mobile App,Mobile,Paid Advertisement,3,Podcasts,Lifestyle,View
1930,16,2023-09-20,2023-09-20 20:32:00,2023-09-20 21:54:00,82.0,Mobile App,Mobile,Paid Advertisement,3,Music,Hip Hop,View
1931,43,2023-09-20,2023-09-20 15:15:00,2023-09-20 15:43:00,28.0,Website,Mobile,Paid Advertisement,5,Music,Hip Hop,Share & Save
1932,134,2023-09-20,2023-09-20 12:32:00,2023-09-20 14:29:00,117.0,Website,Mobile,Paid Advertisement,1,Music,Pop,View
1933,35,2023-09-20,2023-09-20 23:15:00,2023-09-21 00:43:00,88.0,Mobile App,Mobile,Organic Search,3,Music,Pop,Search
1934,65,2023-09-20,2023-09-20 06:24:00,2023-09-20 09:56:00,212.0,Mobile App,Mobile,Organic Search,5,Movies,Action,View
1935,475,2023-09-20,2023-09-20 07:07:00,2023-09-20 10:07:00,180.0,Website,Laptop,Paid Advertisement,5,Music,Pop,View
1936,94,2023-09-20,2023-09-20 19:06:00,2023-09-20 19:42:00,36.0,Website,Tablet,Paid Advertisement,5,Music,Hip Hop,Scroll
1937,189,2023-09-20,2023-09-20 12:10:00,2023-09-20 13:33:00,83.0,Mobile App,Mobile,Paid Advertisement,5,TV Shows,Docu-Series,View
